ANO;MES;SEMANA;DATA_INICIO;DATA_FIM;SUDESTE;SUL;NORDESTE;NORTE
2008;10;386;2008-10-25;2008-10-31;99.48;99.48;99.48;99.48
2008;11;387;2008-11-01;2008-11-07;104.79;79.29;104.79;104.79
2008;11;388;2008-11-08;2008-11-14;118.37;104.08;118.37;118.37
2008;11;389;2008-11-15;2008-11-21;111.77;100.21;111.77;111.77
2008;11;390;2008-11-22;2008-11-28;92.69;91.04;92.69;92.69
2008;11;391;2008-11-29;2008-12-05;95.54;95.35;95.54;95.54
2008;12;392;2008-12-06;2008-12-12;103.51;103.51;103.51;103.51
2008;12;393;2008-12-13;2008-12-19;113.15;113.15;113.15;113.15
2008;12;394;2008-12-20;2008-12-26;91.57;91.57;91.57;91.57
2008;12;395;2008-12-27;2009-01-02;74.11;74.11;74.11;74.11
2009;1;396;2009-01-03;2009-01-09;28.13;28.13;26.55;26.55
2009;1;397;2009-01-10;2009-01-16;62.52;62.52;61.3;61.3
2009;1;398;2009-01-17;2009-01-23;139.48;139.48;125.44;125.68
2009;1;399;2009-01-24;2009-01-30;109.78;109.87;107.59;107.59
2009;1;400;2009-01-31;2009-02-06;65.31;65.31;16.31;16.31
2009;2;401;2009-02-07;2009-02-13;70.46;70.46;27.06;27.06
2009;2;402;2009-02-14;2009-02-20;56.42;84.61;43.46;43.46
2009;2;403;2009-02-21;2009-02-27;16.31;47.88;16.31;16.31
2009;2;404;2009-02-28;2009-03-06;63.39;63.39;61.01;61.01
2009;3;405;2009-03-07;2009-03-13;82.63;82.63;77.26;16.31
2009;3;406;2009-03-14;2009-03-20;107.86;107.86;95.85;16.31
2009;3;407;2009-03-21;2009-03-27;97.08;98.87;91.91;16.31
2009;3;408;2009-03-28;2009-04-03;106.11;106.11;97.75;16.31
2009;4;409;2009-04-04;2009-04-10;27.96;37.31;30.65;16.31
2009;4;410;2009-04-11;2009-04-17;49.88;49.97;16.31;16.31
2009;4;411;2009-04-18;2009-04-24;38.14;39.15;16.31;16.31
2009;4;412;2009-04-25;2009-05-01;45.48;45.7;16.31;16.31
2009;5;413;2009-05-02;2009-05-08;45.89;45.89;36.36;16.31
2009;5;414;2009-05-09;2009-05-15;36.28;36.57;28.82;16.31
2009;5;415;2009-05-16;2009-05-22;36.23;36.33;28.8;16.31
2009;5;416;2009-05-23;2009-05-29;37.12;37.12;29.6;16.31
2009;5;417;2009-05-30;2009-06-05;37.69;37.69;26.98;16.31
2009;6;418;2009-06-06;2009-06-12;34.99;34.99;25.56;16.31
2009;6;419;2009-06-13;2009-06-19;40.88;40.88;28.86;16.31
2009;6;420;2009-06-20;2009-06-26;42.75;42.75;30.27;30.27
2009;6;421;2009-06-27;2009-07-03;51.64;51.64;43.08;43.08
2009;7;422;2009-07-04;2009-07-10;38.92;38.92;30.4;30.4
2009;7;423;2009-07-11;2009-07-17;31.43;31.43;25.45;25.45
2009;7;424;2009-07-18;2009-07-24;20.77;20.77;17.32;17.32
2009;7;425;2009-07-25;2009-07-31;21.5;21.5;21.5;21.5
2009;8;426;2009-08-01;2009-08-07;16.31;16.31;16.31;16.31
2009;8;427;2009-08-08;2009-08-14;16.31;16.31;16.31;16.31
2009;8;428;2009-08-15;2009-08-21;16.31;16.31;16.31;16.31
2009;8;429;2009-08-22;2009-08-28;16.31;16.31;16.31;16.31
2009;8;430;2009-08-29;2009-09-04;16.31;16.31;16.31;16.31
2009;9;431;2009-09-05;2009-09-11;16.31;16.31;16.31;16.31
2009;9;432;2009-09-12;2009-09-18;16.31;16.31;16.31;16.31
2009;9;433;2009-09-19;2009-09-25;16.31;16.31;16.31;16.31
2009;9;434;2009-09-26;2009-10-02;16.31;16.31;16.31;16.31
2009;10;435;2009-10-03;2009-10-09;16.31;16.31;16.31;16.31
2009;10;436;2009-10-10;2009-10-16;16.31;16.31;16.31;16.31
2009;10;437;2009-10-17;2009-10-23;16.31;16.31;16.31;16.31
2009;10;438;2009-10-24;2009-10-30;16.31;16.31;16.31;16.31
2009;10;439;2009-10-31;2009-11-06;16.31;16.31;16.31;16.31
2009;11;440;2009-11-07;2009-11-13;16.31;16.31;16.31;16.31
2009;11;441;2009-11-14;2009-11-20;16.31;16.31;16.31;16.31
2009;11;442;2009-11-21;2009-11-27;16.31;16.31;16.31;16.31
2009;11;443;2009-11-28;2009-12-04;16.31;16.31;16.31;16.31
2009;12;444;2009-12-05;2009-12-11;16.31;16.31;16.31;16.31
2009;12;445;2009-12-12;2009-12-18;16.31;16.31;16.31;16.31
2009;12;446;2009-12-19;2009-12-25;16.31;16.31;16.31;16.31
2009;12;447;2009-12-26;2010-01-01;16.31;16.31;16.31;16.31
2010;1;448;2010-01-02;2010-01-08;12.8;12.8;12.8;12.8
2010;1;449;2010-01-09;2010-01-15;12.8;12.8;12.8;12.8
2010;1;450;2010-01-16;2010-01-22;12.8;12.8;12.8;12.8
2010;1;451;2010-01-23;2010-01-29;12.8;12.8;12.8;12.8
2010;1;452;2010-01-30;2010-02-05;12.8;12.8;12.8;12.8
2010;2;453;2010-02-06;2010-02-12;12.8;12.8;12.8;12.8
2010;2;454;2010-02-13;2010-02-19;12.8;12.8;14.84;12.8
2010;2;455;2010-02-20;2010-02-26;12.8;12.8;16.97;12.8
2010;2;456;2010-02-27;2010-03-05;28.62;28.62;34.59;28.62
2010;3;457;2010-03-06;2010-03-12;15.85;15.85;20.89;15.85
2010;3;458;2010-03-13;2010-03-19;21.05;21.05;25.68;21.05
2010;3;459;2010-03-20;2010-03-26;35.82;35.82;35.94;35.82
2010;3;460;2010-03-27;2010-04-02;37.88;37.88;38.26;37.88
2010;4;461;2010-04-03;2010-04-09;21.34;21.34;26.6;21.34
2010;4;462;2010-04-10;2010-04-16;12.8;12.8;20.63;12.8
2010;4;463;2010-04-17;2010-04-23;23.97;23.97;24.05;23.96
2010;4;464;2010-04-24;2010-04-30;23.13;23.13;23.32;23.1
2010;5;465;2010-05-01;2010-05-07;23.8;19.94;25.02;23.8
2010;5;466;2010-05-08;2010-05-14;27.28;23.62;30.6;27.28
2010;5;467;2010-05-15;2010-05-21;32.9;32.9;34.48;32.9
2010;5;468;2010-05-22;2010-05-28;35.07;32.67;36.25;35.09
2010;5;469;2010-05-29;2010-06-04;56.48;56.48;56.48;56.48
2010;6;470;2010-06-05;2010-06-11;60.57;60.57;60.57;60.57
2010;6;471;2010-06-12;2010-06-18;59.8;59.8;59.8;59.8
2010;6;472;2010-06-19;2010-06-25;65.73;65.73;65.73;65.73
2010;6;473;2010-06-26;2010-07-02;100.56;100.56;110.68;110.68
2010;7;474;2010-07-03;2010-07-09;102.78;102.78;102.95;102.95
2010;7;475;2010-07-10;2010-07-16;96.21;96.21;98.66;98.66
2010;7;476;2010-07-17;2010-07-23;80.9;80.9;94.51;94.51
2010;7;477;2010-07-24;2010-07-30;73.15;73.14;89.21;89.21
2010;7;478;2010-07-31;2010-08-06;105.27;105.27;105.68;105.68
2010;8;479;2010-08-07;2010-08-13;125.3;125.3;125.75;125.75
2010;8;480;2010-08-14;2010-08-20;117.23;117.23;118.4;118.4
2010;8;481;2010-08-21;2010-08-27;123.44;123.44;123.98;123.91
2010;8;482;2010-08-28;2010-09-03;105.98;105.97;154.88;154.88
2010;9;483;2010-09-04;2010-09-10;126.25;125.41;174.53;174.53
2010;9;484;2010-09-11;2010-09-17;117.26;117.26;171.77;171.77
2010;9;485;2010-09-18;2010-09-24;132.62;132.09;187.76;187.76
2010;9;486;2010-09-25;2010-10-01;168.6;168.6;246.32;246.32
2010;10;487;2010-10-02;2010-10-08;140.59;140.59;221.61;221.61
2010;10;488;2010-10-09;2010-10-15;116.22;116.22;180.45;180.45
2010;10;489;2010-10-16;2010-10-22;143.33;143.33;257.54;257.54
2010;10;490;2010-10-23;2010-10-29;143.66;143.66;292.61;292.61
2010;10;491;2010-10-30;2010-11-05;148.25;148.25;148.25;148.25
2010;11;492;2010-11-06;2010-11-12;120.25;120.25;118.11;120.25
2010;11;493;2010-11-13;2010-11-19;126.57;126.57;125.73;126.57
2010;11;494;2010-11-20;2010-11-26;101.57;101.57;98.71;101.57
2010;11;495;2010-11-27;2010-12-03;80.25;80.25;78.01;80.25
2010;12;496;2010-12-04;2010-12-10;89.92;89.92;82.41;89.92
2010;12;497;2010-12-11;2010-12-17;75.41;75.41;72.65;75.41
2010;12;498;2010-12-18;2010-12-24;63.95;63.95;62.52;63.95
2010;12;499;2010-12-25;2010-12-31;53.36;53.36;53.15;53.36
2011;1;500;2011-01-01;2011-01-07;69;69;69;69
2011;1;501;2011-01-08;2011-01-14;12.08;12.08;12.08;12.08
2011;1;502;2011-01-15;2011-01-21;15.51;15.51;15.37;15.37
2011;1;503;2011-01-22;2011-01-28;21.83;21.83;21.83;21.83
2011;1;504;2011-01-29;2011-02-04;15.49;15.49;23.27;15.49
2011;2;505;2011-02-05;2011-02-11;37.78;37.78;37.78;37.78
2011;2;506;2011-02-12;2011-02-18;54.1;53.62;54.1;54.1
2011;2;507;2011-02-19;2011-02-25;63.3;45.69;62.54;62.54
2011;2;508;2011-02-26;2011-03-04;79.77;56.02;79.05;79.05
2011;3;509;2011-03-05;2011-03-11;12.08;12.08;12.08;12.08
2011;3;510;2011-03-12;2011-03-18;22.52;22.52;29.13;22.52
2011;3;511;2011-03-19;2011-03-25;12.99;12.99;13.5;12.99
2011;3;512;2011-03-26;2011-04-01;12.08;12.08;12.08;12.08
2011;4;513;2011-04-02;2011-04-08;12.08;12.08;12.08;12.08
2011;4;514;2011-04-09;2011-04-15;12.08;12.08;12.08;12.08
2011;4;515;2011-04-16;2011-04-22;12.08;12.08;12.08;12.08
2011;4;516;2011-04-23;2011-04-29;12.08;12.08;12.08;12.08
2011;4;517;2011-04-30;2011-05-06;15.54;15.54;15.57;15.54
2011;5;518;2011-05-07;2011-05-13;13.82;13.82;13.7;13.69
2011;5;519;2011-05-14;2011-05-20;15.48;15.48;15.48;15.48
2011;5;520;2011-05-21;2011-05-27;17.06;17.06;17.06;17.06
2011;5;521;2011-05-28;2011-06-03;30.01;30.01;29.44;29.44
2011;6;522;2011-06-04;2011-06-10;32.79;32.79;32.79;32.79
2011;6;523;2011-06-11;2011-06-17;34.95;34.95;34.95;34.95
2011;6;524;2011-06-18;2011-06-24;29.67;29.67;29.67;29.67
2011;6;525;2011-06-25;2011-07-01;30.41;30.41;30.41;30.41
2011;7;526;2011-07-02;2011-07-08;27.77;27.77;27.77;27.77
2011;7;527;2011-07-09;2011-07-15;23.14;23.14;23.14;23.14
2011;7;528;2011-07-16;2011-07-22;20.97;20.97;20.97;20.97
2011;7;529;2011-07-23;2011-07-29;19.29;19.29;19.51;19.5
2011;7;530;2011-07-30;2011-08-05;23.55;18.85;23.55;23.55
2011;8;531;2011-08-06;2011-08-12;16.17;12.6;16.17;16.17
2011;8;532;2011-08-13;2011-08-19;17.88;15.97;17.88;17.88
2011;8;533;2011-08-20;2011-08-26;24.11;19.3;24.11;24.11
2011;8;534;2011-08-27;2011-09-02;16.54;12.08;16.61;16.61
2011;9;535;2011-09-03;2011-09-09;17.2;12.08;17.2;17.2
2011;9;536;2011-09-10;2011-09-16;20.78;17.28;20.78;20.78
2011;9;537;2011-09-17;2011-09-23;23.56;19.66;23.56;23.56
2011;9;538;2011-09-24;2011-09-30;24.47;20.28;24.47;24.47
2011;10;539;2011-10-01;2011-10-07;42.97;42.81;42.97;42.97
2011;10;540;2011-10-08;2011-10-14;43.13;42.88;43.13;43.13
2011;10;541;2011-10-15;2011-10-21;38.43;38.43;38.45;38.43
2011;10;542;2011-10-22;2011-10-28;23.59;23.59;23.59;23.59
2011;10;543;2011-10-29;2011-11-04;38.21;38.21;38.21;38.21
2011;11;544;2011-11-05;2011-11-11;43.63;43.63;43.63;43.63
2011;11;545;2011-11-12;2011-11-18;39.47;39.47;39.47;39.47
2011;11;546;2011-11-19;2011-11-25;44.9;44.9;44.9;44.9
2011;11;547;2011-11-26;2011-12-02;63.59;63.59;63.59;63.59
2011;12;548;2011-12-03;2011-12-09;51.44;51.44;51.44;51.44
2011;12;549;2011-12-10;2011-12-16;35.12;35.12;28.8;28.8
2011;12;550;2011-12-17;2011-12-23;45.22;45.22;35.04;35.04
2011;12;551;2011-12-24;2011-12-30;40.23;40.23;29.63;29.63
2011;12;552;2011-12-31;2012-01-06;46.71;46.71;16.01;16.01
2012;1;553;2012-01-07;2012-01-13;29.28;29.28;12.2;12.2
2012;1;554;2012-01-14;2012-01-20;12.2;12.2;12.2;12.2
2012;1;555;2012-01-21;2012-01-27;12.2;12.2;12.2;12.2
2012;1;556;2012-01-28;2012-02-03;15.62;15.62;12.2;12.2
2012;2;557;2012-02-04;2012-02-10;36.88;36.88;12.2;12.2
2012;2;558;2012-02-11;2012-02-17;55.13;55.13;12.2;12.2
2012;2;559;2012-02-18;2012-02-24;62.77;62.77;12.2;12.2
2012;2;560;2012-02-25;2012-03-02;67.55;67.55;14.35;14.35
2012;3;561;2012-03-03;2012-03-09;97.15;97.15;86.52;86.52
2012;3;562;2012-03-10;2012-03-16;137.24;137.24;116.8;116.8
2012;3;563;2012-03-17;2012-03-23;140.63;140.63;119.17;119.17
2012;3;564;2012-03-24;2012-03-30;132.55;132.55;132.55;132.55
2012;3;565;2012-03-31;2012-04-06;185.65;185.65;168.38;168.38
2012;4;566;2012-04-07;2012-04-13;192.04;196.21;187.17;187.17
2012;4;567;2012-04-14;2012-04-20;202.08;210.95;180.89;180.89
2012;4;568;2012-04-21;2012-04-27;191.6;191.6;191.6;191.6
2012;4;569;2012-04-28;2012-05-04;189.07;189.07;184.51;184.51
2012;5;570;2012-05-05;2012-05-11;179.96;179.96;179.96;179.96
2012;5;571;2012-05-12;2012-05-18;170.51;170.51;170.51;170.51
2012;5;572;2012-05-19;2012-05-25;190.84;190.84;190.84;190.84
2012;5;573;2012-05-26;2012-06-01;177.28;177.28;177.28;177.28
2012;6;574;2012-06-02;2012-06-08;146.75;146.75;146.75;146.75
2012;6;575;2012-06-09;2012-06-15;147.83;147.83;147.83;147.83
2012;6;576;2012-06-16;2012-06-22;102.87;102.87;102.87;102.87
2012;6;577;2012-06-23;2012-06-29;76.95;76.95;77.62;76.95
2012;6;578;2012-06-30;2012-07-06;56.3;56.29;56.3;56.3
2012;7;579;2012-07-07;2012-07-13;95;95;95;95
2012;7;580;2012-07-14;2012-07-20;106.43;106.43;106.43;106.43
2012;7;581;2012-07-21;2012-07-27;103.86;103.86;103.86;103.86
2012;7;582;2012-07-28;2012-08-03;88.35;88.35;88.35;88.35
2012;8;583;2012-08-04;2012-08-10;106.59;106.59;106.59;106.59
2012;8;584;2012-08-11;2012-08-17;116.3;116.3;116.3;116.3
2012;8;585;2012-08-18;2012-08-24;128.76;128.64;128.76;128.76
2012;8;586;2012-08-25;2012-08-31;137.76;137.76;137.76;137.76
2012;9;587;2012-09-01;2012-09-07;173.95;173.95;173.95;173.95
2012;9;588;2012-09-08;2012-09-14;181.4;181.4;181.4;181.4
2012;9;589;2012-09-15;2012-09-21;190.19;190.19;190.19;190.19
2012;9;590;2012-09-22;2012-09-28;187.45;187.45;187.45;187.45
2012;9;591;2012-09-29;2012-10-05;180.51;180.51;184.15;184.15
2012;10;592;2012-10-06;2012-10-12;243.09;243.09;256.3;256.3
